ISBN	Last Target	Last Attempted	Fail Count	Last Error
9780984314515	ashalumni	2026-03-03T20:54:56+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780271007410	ashalumni	2026-03-03T20:54:58+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780521616287	ashalumni	2026-03-03T20:55:01+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780826608437	ashalumni	2026-03-03T20:55:02+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780989055406	ashalumni	2026-03-03T20:55:04+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9781558628	ashalumni	2026-03-03T20:55:09+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9781933967332	ashalumni	2026-03-03T20:55:10+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9781118727997	ashalumni	2026-03-03T20:55:12+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9782296139015	ashalumni	2026-03-03T20:55:13+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9786022042358	ashalumni	2026-03-03T20:55:16+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9787544912358	ashalumni	2026-03-03T20:55:17+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788498165821	ashalumni	2026-03-03T20:55:19+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788849211849	ashalumni	2026-03-03T20:55:21+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788849211856	ashalumni	2026-03-03T20:55:22+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: [WinError 10054] An existing connection was forcibly closed by the remote host ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788878204089	ashalumni	2026-03-03T20:55:24+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788876181320	ashalumni	2026-03-03T20:55:25+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788876181474	ashalumni	2026-03-03T20:55:27+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9788984323629	ashalumni	2026-03-03T20:55:28+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789600223088	ashalumni	2026-03-03T20:55:29+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789609831253	ashalumni	2026-03-03T20:55:31+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789637043253	ashalumni	2026-03-03T20:55:32+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789638747228	ashalumni	2026-03-03T20:55:34+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789799420268	ashalumni	2026-03-03T20:55:36+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789991939803	ashalumni	2026-03-03T20:55:38+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9789995738228	ashalumni	2026-03-03T20:55:45+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000000002	ashalumni	2026-03-03T20:55:58+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000001009	ashalumni	2026-03-03T20:56:08+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: The read operation timed out ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000004567	ashalumni	2026-03-03T20:56:18+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000010001	ashalumni	2026-03-03T20:56:22+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000017796	ashalumni	2026-03-03T20:56:23+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000017802	ashalumni	2026-03-03T20:56:25+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000017819	ashalumni	2026-03-03T20:56:27+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000017826	ashalumni	2026-03-03T20:56:28+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020017	ashalumni	2026-03-03T20:56:30+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020055	ashalumni	2026-03-03T20:56:31+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020130	ashalumni	2026-03-03T20:56:32+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020147	ashalumni	2026-03-03T20:56:34+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020154	ashalumni	2026-03-03T20:56:36+00:00	1	Not found in: Harvard LibraryCloud, Library of Congress | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020161	ashalumni	2026-03-03T20:56:37+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020185	ashalumni	2026-03-03T20:56:39+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000020208	ashalumni	2026-03-03T20:56:40+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021021	ashalumni	2026-03-03T20:56:41+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021038	ashalumni	2026-03-03T20:56:42+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021175	ashalumni	2026-03-03T20:56:44+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021182	ashalumni	2026-03-03T20:56:46+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud, Library of Congress | Other errors: Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021205	ashalumni	2026-03-03T20:56:47+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021243	ashalumni	2026-03-03T20:56:48+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021250	ashalumni	2026-03-03T20:56:49+00:00	1	Not found in: OpenLibrary, Harvard LibraryCloud | Other errors: Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
9780000021281	ashalumni	2026-03-03T20:56:51+00:00	1	Not found in: Harvard LibraryCloud | Other errors: OpenLibrary: name 'validate_lccn' is not defined ; Library of Congress: Remote end closed connection without response ; Oxford: Z39.50 support not available - install PyZ3950 ; Toronto: Z39.50 support not available - install PyZ3950 ; NYC: Z39.50 support not available - install PyZ3950 ; UAlberta: Z39.50 support not available - install PyZ3950 ; ashalumni: Z39.50 support not available - install PyZ3950
